ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
4164 ; 0 ; 3,5,1/3,3,1/8,1/8,1/9,1/8,1/3,1/6,9,1/4,1/3,9,1,1/6,1/2,1/9,5,8,1/2,1/6,1/9,1/3,1,2,1/6,3,5,1,3,7,1/9,1/4,3,8,2,7,1/6,6,2,5,1/7,1/9,9,1/5,1/6,1/7,6,3,1/7,1/9,1/5,1/3,9,7,1/9,1/8,1,1/3,1/6,1/6,5,1/3,1/3,9,5,1/4,6,1/6,4,7,8,1/8,6,6,5,7,1/2,7,1/5,6,4,9,1/5,4,9,1/6,1/3,1/9,7,6,4,1/9,1/2,8,7,9,1/4,2,8,1/9,1/5,6,1/7 ; 15 ; 0.0461,0.0507,0.086,0.0605,0.0409,0.1234,0.094,0.1063,0.0648,0.0507,0.0619,0.0353,0.0746,0.0457,0.0591 ; 0.0461,0.0507,0.086,0.0605,0.0409,0.1234,0.094,0.1063,0.0648,0.0507,0.0619,0.0353,0.0746,0.0457,0.0591 ; 10.77668 ; 10.77668 ; 10.7767 ; 1 
4165 ; 0 ; 1/6,8,6,6,6,9,2,4,1/2,7,8,1/6,1/3,1/6,1/8,1/2,1/4,1,7,1/9,1/4,8,1/2,2,7,1/5,9,6 ; 8 ; 0.2761,0.2092,0.0599,0.0872,0.0854,0.0972,0.1368,0.0484 ; 0.2761,0.2092,0.0599,0.0872,0.0854,0.0972,0.1368,0.0484 ; 7.164721 ; 7.164721 ; 7.1647 ; 1 
4166 ; 0 ; 8,1/7,5,5,1/9,5,1,1/2,1/9,5,1/9,7,3,1/7,1/4,1/5,9,1/2,1/3,1/2,7,6,1/4,4,1/4,1/5,1/2,8 ; 8 ; 0.0887,0.0552,0.1117,0.2235,0.1127,0.2688,0.0546,0.0848 ; 0.0887,0.0552,0.1117,0.2235,0.1127,0.2688,0.0546,0.0848 ; 6.354336 ; 6.354336 ; 6.3543 ; 1 
4167 ; 0 ; 7,1/7,9,7,1/8,1/6,1/8,7,1/7,9,1/7,1/6,2,1/7,1/6 ; 6 ; 0.0759,0.0413,0.0831,0.0396,0.0523,0.7077 ; 0.0759,0.0413,0.0831,0.0396,0.0523,0.7077 ; 1.588139 ; 1.588139 ; 1.5881 ; 1 
4168 ; 0 ; 1/4,1/2,5,9,7,1/9,1,1/8,1/4,7,7,3,1/8,2,1/7,2,1/7,1/6,1/3,6,7,1,1/3,7,1/9,4,9,1/3,1/9,1/9,1/4,1/5,8,7,9,1,1/8,1/5,3,1/5,2,1,9,1/9,1/3,8,1,1/5,1/7,9,1/8,1,1/3,4,1/6,1/3,1/5,1/2,1/9,1/2,5,9,1/6,1/6,9,9,1/3,2,8,7,1,5,1/6,1,2,1,1/2,1/9 ; 13 ; 0.0698,0.0574,0.0479,0.0654,0.0484,0.0336,0.0651,0.2093,0.1771,0.0552,0.0538,0.0538,0.0633 ; 0.0698,0.0574,0.0479,0.0654,0.0484,0.0336,0.0651,0.2093,0.1771,0.0552,0.0538,0.0538,0.0633 ; 8.513029 ; 8.51303 ; 8.513 ; 1 
4169 ; 0 ; 6,4,1/2,9,2,3,3,7,6,7,1/3,4,3,4,1/3 ; 6 ; 0.4844,0.1602,0.1459,0.0836,0.0561,0.0699 ; 0.4844,0.1602,0.1459,0.0836,0.0561,0.0699 ; 2.028193 ; 2.028193 ; 2.0282 ; 1 
4170 ; 0 ; 1/3,1,5,7,1/7,1/8 ; 4 ; 0.4767,0.1577,0.0725,0.2931 ; 0.4767,0.1577,0.0725,0.293 ; 4.021748 ; 4.021748 ; 4.0217 ; 1 
4171 ; 0 ; 1/5,1/5,1/9,1,1/2,1/8,1/5,1/9,7,6,1,5,3,1/5,5,1,1/8,2,6,1/7,1/6,1,1,1/2,1/8,6,3,1/9,1/4,1/3,3,6,7,1,1,8,4,1/2,1/4,9,2,1/4,2,1/2,1/3,1/8,2,7,1/6,3,1/6,1/2,1/4,2,4,1,6,5,7,9,7,1/9,1/5,1/9,3,1/8,9,1/5,1,5,8,1/2,2,1/6,1/8,3,4,1/6,7,8,2,1/8,1/2,1/6,1/9,6,9,3,1/3,5,5,1/7,1/7,1,4,1/6,8,1/7,3,9,1/5,7,1/5,1/7,1/3 ; 15 ; 0.0421,0.0595,0.0832,0.0977,0.0938,0.0482,0.0651,0.0654,0.0662,0.0604,0.0513,0.0644,0.0361,0.1055,0.061 ; 0.0421,0.0595,0.0832,0.0977,0.0938,0.0482,0.0651,0.0654,0.0662,0.0604,0.0513,0.0644,0.0361,0.1055,0.061 ; 9.42408 ; 9.424079 ; 9.4241 ; 1 
4172 ; 0 ; 5,6,1/8,1/3,1/2,2,1/5,1/3,8,5,1/7,6,8,2,1,6,6,3,9,1/8,1/3,1/2,1/5,1/9,1/9,1/7,6,1/6,4,3,6,3,6,1/4,3,1/5,1/8,2,1/3,1/9,7,4,1/2,4,6,7,9,1/8,1/5,5,7,1/9,1/6,1/3,5,1/8,4,1/8,1/6,7,2,2,1/3,1/6,5,1/7,3,9,5,1/4,5,1/6,3,1/4,4,1,3,1/4 ; 13 ; 0.0782,0.091,0.0414,0.0667,0.1267,0.0558,0.0507,0.1002,0.0651,0.05,0.1181,0.1013,0.0551 ; 0.0782,0.091,0.0414,0.0667,0.1267,0.0558,0.0507,0.1002,0.0651,0.05,0.1181,0.1013,0.0551 ; 8.702583 ; 8.702583 ; 8.7026 ; 1 
4173 ; 0 ; 1/7,1/4,5,5,1/9,1/7,1/8,4,1/2,5 ; 5 ; 0.1025,0.0548,0.5794,0.1515,0.1119 ; 0.1025,0.0548,0.5794,0.1515,0.1119 ; 2.856075 ; 2.856075 ; 2.8561 ; 1 
4174 ; 0 ; 2,1/3,5,6,6,7,4,1/5,1/6,7,8,4,3,8,1/6,3,6,3,1/4,1/4,1/9 ; 7 ; 0.4152,0.1038,0.1223,0.16,0.089,0.0364,0.0733 ; 0.4152,0.1038,0.1223,0.16,0.089,0.0364,0.0733 ; 3.582981 ; 3.582981 ; 3.583 ; 1 
4175 ; 0 ; 1/2,5,5,4,4,8,1/4,8,1/4,8,1/8,3,5,5,5,7,2,1/8,4,7,1,8,1/5,9,1/2,1/7,1/2,3,1/3,1/9,8,1/3,9,1/5,7,8,8,1/2,8,1/7,8,1,1/8,1/3,1/7,1/2,8,1/3,7,9,1/5,1/8,1/7,1/4,1/3 ; 11 ; 0.2596,0.0893,0.1083,0.0612,0.111,0.0467,0.0603,0.0393,0.0463,0.0812,0.0967 ; 0.2596,0.0893,0.1083,0.0612,0.111,0.0467,0.0603,0.0393,0.0463,0.0812,0.0967 ; 8.067976 ; 8.067976 ; 8.068 ; 1 
4176 ; 0 ; 1/7,5,5,2,1/3,7,1/7,1,5,7,1/7,1,4,9,5,5,5,1/7,1/3,4,6 ; 7 ; 0.167,0.1139,0.3135,0.1202,0.1186,0.0762,0.0905 ; 0.167,0.1139,0.3135,0.1202,0.1186,0.0762,0.0905 ; 6.483687 ; 6.483687 ; 6.4837 ; 1 
4177 ; 0 ; 1/9,1/4,1,1/6,1/8,1/9,5,1/2,1/5,9,4,1/6,1/2,2,8,1/3,2,5,1/4,5,1/6,2,1/4,7,7,1/8,1/4,3,2,2,1/2,1/5,8,5,5,2,1/2,3,1/5,4,1/8,1/4,8,1/8,1/6,1/9,9,1/7,4,1/5,1/8,7,1,5,2 ; 11 ; 0.0384,0.1392,0.0745,0.1602,0.2001,0.0498,0.0557,0.0635,0.0496,0.1199,0.0492 ; 0.0384,0.1392,0.0745,0.1602,0.2001,0.0498,0.0557,0.0635,0.0496,0.1199,0.0492 ; 6.624792 ; 6.624793 ; 6.6248 ; 1 
4178 ; 0 ; 9,1/7,8,3,8,1/7,1,1/7,1,1/7,1/4,1/9,8,2,2,1/9,8,3,1/4,6,7,6,3,7,1/5,1/2,7,1/4,1/5,3,8,1/2,9,1/5,9,9 ; 9 ; 0.0924,0.0593,0.1381,0.1438,0.0906,0.0966,0.0713,0.2579,0.0498 ; 0.0924,0.0593,0.1381,0.1438,0.0906,0.0966,0.0713,0.2579,0.0498 ; 9.267189 ; 9.267189 ; 9.2672 ; 1 
4179 ; 0 ; 1/7,1/6,5,3,1,3,1/9,3,1,1/6,1/9,1/6,1/2,9,6 ; 6 ; 0.1043,0.1177,0.0713,0.2706,0.3476,0.0885 ; 0.1043,0.1177,0.0713,0.2706,0.3476,0.0885 ; 5.484771 ; 5.484771 ; 5.4848 ; 1 
4180 ; 0 ; 8,8,5,1/8,1,8,1/7,1/6,1/7,2,2,2,1/2,1/9,3,1/3,1/5,4,1/2,1/2,1/2,2,5,1/2,5,2,1,4,1/2,8,1/5,4,5,2,1,1/5,1/4,1/3,7,6,5,1,8,5,1/9,1,1/4,1/7,9,5,1/5,1/3,9,2,1,1/6,2,1/6,1/3,1/8,1/4,8,1/9,6,1/3,6,5,3,4,1/3,1,6,2,1/3,9,1,5,6 ; 13 ; 0.0552,0.0496,0.0916,0.1139,0.0603,0.0632,0.0374,0.1946,0.0731,0.0694,0.1087,0.0452,0.0378 ; 0.0552,0.0496,0.0916,0.1139,0.0603,0.0632,0.0374,0.1946,0.0731,0.0694,0.1087,0.0452,0.0378 ; 6.21456 ; 6.21456 ; 6.2146 ; 1 
4181 ; 0 ; 3,4,1/7,3,2,1/9,8,1/6,1/2,1/2 ; 5 ; 0.1384,0.0937,0.1062,0.5956,0.066 ; 0.1384,0.0937,0.1062,0.5956,0.066 ; 2.138724 ; 2.138724 ; 2.1387 ; 1 
4182 ; 0 ; 1/5,1/4,6,3,6,7,3,9,1/4,3,1/9,1/6,9,5,6,4,8,3,1/7,1/7,1/9,1/3,1/4,1/7,1/9,6,3,2,1/4,1/4,1/7,1,4,6,1/2,9,8,6,5,1/6,1/2,3,5,1/2,9,9,4,1/7,1/8,6,1/9,1/2,1/4,4,6 ; 11 ; 0.1859,0.0782,0.0471,0.0998,0.09,0.1531,0.0488,0.0499,0.0491,0.1284,0.0697 ; 0.1859,0.0782,0.0471,0.0998,0.09,0.1531,0.0488,0.0499,0.0491,0.1284,0.0697 ; 8.328532 ; 8.328532 ; 8.3285 ; 1 
4183 ; 0 ; 1/6,1/5,1/6,1,1/7,1/5,1/4,9,8,5,5,1/5,1/5,1,1/8,2,5,8,1/9,1/8,1/6,7,4,1,7,3,1/2,1/7 ; 8 ; 0.054,0.188,0.0778,0.0519,0.2823,0.173,0.1056,0.0674 ; 0.054,0.188,0.0778,0.0519,0.2823,0.173,0.1056,0.0674 ; 6.010972 ; 6.010972 ; 6.011 ; 1 
4184 ; 0 ; 4,7,2 ; 3 ; 0.7175,0.181,0.1014 ; 0.7175,0.181,0.1014 ; 0.0006995464 ; 0.0006995464 ; 7e-04 ; 1 
4185 ; 0 ; 3,1/5,2,1/3,1/8,1/2,3,1/6,1/8,1/9,4,1/4,1/5,3,2,3,1/9,3,1/9,2,1/2,1/9,9,1/5,7,1/8,1/6,1/2 ; 8 ; 0.0519,0.0334,0.0932,0.038,0.1939,0.044,0.4599,0.0856 ; 0.0519,0.0334,0.0932,0.038,0.1939,0.044,0.4599,0.0856 ; 2.552893 ; 2.552893 ; 2.5529 ; 1 
4186 ; 0 ; 2,1,7,7,3,5,1/9,3,9,1/3,1/5,1/7,8,7,8,1/4,1/8,1/2,1/2,7,1/8,1/6,1/4,1/2,1/5,1/7,8,1/9 ; 8 ; 0.1597,0.1557,0.1412,0.0583,0.0893,0.1315,0.1421,0.1221 ; 0.1597,0.1557,0.1412,0.0583,0.0893,0.1315,0.1421,0.1221 ; 10.26817 ; 10.26817 ; 10.2682 ; 1 
4187 ; 0 ; 1/4,1/3,1/2,1/8,4,8,8,7,8,4 ; 5 ; 0.0464,0.6249,0.211,0.0637,0.054 ; 0.0464,0.6249,0.211,0.0637,0.054 ; 0.546872 ; 0.546872 ; 0.5469 ; 1 
4188 ; 0 ; 5,1/8,8,1/8,1/6,1/3 ; 4 ; 0.1687,0.0896,0.611,0.1307 ; 0.1687,0.0896,0.611,0.1307 ; 4.817492 ; 4.817492 ; 4.8175 ; 1 
4189 ; 0 ; 1/7,4,3,1/3,3,9,1/6,1/3,1/7,1/2,1/7,1/3,6,1/4,8,1/2,7,8,1/3,1/3,1/2,1/5,1/3,3,7,1/2,1/7,2,2,5,1/9,1/7,6,1/8,7,1/2,1/4,8,8,1/3,2,1/6,8,8,7,2,6,2,1/7,1/7,1/6,8,1/2,6,4,2,5,1/3,3,1/7,2,7,7,1/5,1/7,3 ; 12 ; 0.0542,0.1756,0.0922,0.0486,0.1997,0.0439,0.0596,0.0525,0.0807,0.0606,0.0751,0.0573 ; 0.0542,0.1756,0.0922,0.0486,0.1997,0.0439,0.0596,0.0525,0.0807,0.0606,0.0751,0.0573 ; 6.931098 ; 6.931098 ; 6.9311 ; 1 
4190 ; 0 ; 8,1/5,5,1/4,1/3,1/3,1,8,2,1/5,5,1/3,4,1/5,1/5,1/2,6,7,7,1/7,1/8,1/6,8,1/2,8,9,1/9,1/3,1/7,7,1/8,5,1/3,1/6,6,1/2,1/5,3,2,2,4,1/2,1/8,1/2,1/4,1/3,1/6,8,1/9,4,1/3,8,1,7,6 ; 11 ; 0.0877,0.0657,0.0377,0.053,0.1574,0.0659,0.0346,0.3623,0.0438,0.0401,0.0518 ; 0.0877,0.0657,0.0377,0.053,0.1574,0.0659,0.0346,0.3623,0.0438,0.0401,0.0518 ; 4.902033 ; 4.902033 ; 4.902 ; 1 
4191 ; 0 ; 1/2,9,1/2 ; 3 ; 0.4968,0.4218,0.0813 ; 0.4968,0.4218,0.0813 ; 1.191168 ; 1.191168 ; 1.1912 ; 1 
4192 ; 0 ; 2,7,4,2,1/4,1/4,1/5,4,1/2,1/4,5,1/2,1/5,1/6,1/3,6,1/3,1/4,2,1/5,1,8,7,1/7,1/8,1/3,1/9,1/4,1,1/7,9,3,5,9,9,4 ; 9 ; 0.1616,0.0968,0.0996,0.069,0.0477,0.1946,0.135,0.1181,0.0775 ; 0.1616,0.0968,0.0996,0.069,0.0477,0.1946,0.135,0.1181,0.0775 ; 6.895055 ; 6.895055 ; 6.8951 ; 1 
4193 ; 0 ; 1/8,1/8,1 ; 3 ; 0.0588,0.4706,0.4706 ; 0.0588,0.4706,0.4706 ; 0 ; 0 ; 0 ; 1 
4194 ; 0 ; 7,1/9,1/6,6,1/3,1/8 ; 4 ; 0.0606,0.077,0.0827,0.7797 ; 0.0606,0.077,0.0827,0.7797 ; 1.15752 ; 1.15752 ; 1.1575 ; 1 
4195 ; 0 ; 4,1/2,1/8,1/6,5,8,9,1/6,7,2,1/4,7,1/9,1/9,1/2,1/3,1/2,1/9,5,1/4,1/3 ; 7 ; 0.1266,0.1743,0.0595,0.0939,0.1869,0.176,0.1828 ; 0.1266,0.1743,0.0595,0.0939,0.1869,0.176,0.1828 ; 8.734997 ; 8.734997 ; 8.735 ; 1 
4196 ; 0 ; 8,1/6,4,1/5,1/2,8,1,1/4,1/2,6,1/4,8,9,1/2,6,1/4,1/7,1/3,8,2,1,4,8,1,1/7,5,1/7,5 ; 8 ; 0.1436,0.1009,0.1165,0.3467,0.0648,0.0792,0.0662,0.0821 ; 0.1436,0.1009,0.1165,0.3467,0.0648,0.0792,0.0662,0.0821 ; 6.24817 ; 6.24817 ; 6.2482 ; 1 
4197 ; 0 ; 2,5,1/4,1/8,5,6,6,2,7,1/5,1/7,1,6,1/7,7,1/2,7,1/6,1/6,1/8,1/9,1/6,5,6,1/8,1/5,4,1/2 ; 8 ; 0.1547,0.1499,0.1077,0.0563,0.123,0.1623,0.1013,0.1449 ; 0.1547,0.1499,0.1077,0.0563,0.123,0.1623,0.1013,0.1449 ; 8.980514 ; 8.980514 ; 8.9805 ; 1 
4198 ; 0 ; 8,6,5,1/5,7,1/4,1/4,2,1,1/9,1/6,1/7,6,2,7,2,8,1/9,8,2,1/7,4,1/6,1/9,1,8,1/6,1/9,5,1/5,1/2,8,1/4,1/2,6,1/5,4,1/7,1/2,1/8,2,1/2,1/6,1/4,4,1,5,1/5,4,1/6,1/5,1/6,8,1/2,1/6,1/5,1,1/5,1/9,9,9,5,1,1,1/2,1/2,1/3,4,8,5,1,9,1/7,1/3,1/2,6,5,7 ; 13 ; 0.0578,0.0603,0.0437,0.0675,0.0714,0.0471,0.0766,0.1928,0.0765,0.0505,0.1133,0.0727,0.07 ; 0.0578,0.0603,0.0437,0.0675,0.0714,0.0471,0.0766,0.1928,0.0765,0.0505,0.1133,0.0727,0.07 ; 8.423352 ; 8.423352 ; 8.4234 ; 1 
4199 ; 0 ; 7,1/4,6,1/2,6,2,1/8,1/5,4,1,5,1/7,1/2,2,9,1/7,3,8,1/3,1/8,1/2,1/5,1/5,6,8,1/4,1/7,1/8,1/6,6,2,9,1/4,1/6,6,4,2,1/2,1/3,4,2,1/9,9,1/2,4,1/7,1/8,5,1/4,1/3,1/4,1,1/9,7,1/9,3,3,1/8,1/5,1/3,1/4,1/4,1/4,6,1/2,3 ; 12 ; 0.0917,0.0508,0.056,0.1036,0.0935,0.0313,0.0487,0.0939,0.0637,0.0696,0.2003,0.097 ; 0.0917,0.0508,0.056,0.1036,0.0935,0.0313,0.0487,0.0939,0.0637,0.0696,0.2003,0.097 ; 7.047034 ; 7.047034 ; 7.047 ; 1 
4200 ; 0 ; 8,1/9,1/3,8,3,1/2,1/8,7,1/5,1/6,1/8,5,7,1/6,1/4,1,1/6,1/4,9,6,3,4,1/8,7,1,8,5,1/3,5,1/9,4,1/7,1/3,9,1/8,1/8,1,8,1/9,1/9,4,2,2,1,4,1/2,9,1/4,1/2,6,1/2,3,1/6,1/4,5,2,2,3,9,5,1/6,1/8,1,1/5,3,8,1/6,2,6,1,7,1/6,1/9,4,6,7,1/8,2 ; 13 ; 0.053,0.0609,0.071,0.0442,0.0754,0.0907,0.0999,0.1258,0.0446,0.0555,0.0814,0.0897,0.1079 ; 0.053,0.0609,0.071,0.0442,0.0754,0.0907,0.0999,0.1258,0.0446,0.0555,0.0814,0.0897,0.1079 ; 9.783887 ; 9.783887 ; 9.7839 ; 1 
4201 ; 0 ; 1/8,1/5,8,1,6,1/9,2,4,7,1/2,1/7,1/7,1/4,1,9 ; 6 ; 0.1142,0.134,0.1182,0.1156,0.439,0.079 ; 0.1142,0.134,0.1182,0.1156,0.439,0.079 ; 6.847934 ; 6.847933 ; 6.8479 ; 1 
4202 ; 0 ; 1/3,2,9,1/8,2,1/7,6,1/9,1/5,1/4,1/8,7,1/3,9,1/4,9,2,3,1/2,1/5,1/6,1/7,1,6,1/6,1/5,1,6,1/2,1/4,1/2,5,1/8,1/9,1,6,1/6,1/3,6,9,1/8,1/8,1/6,1/9,1/7,1/4,1/4,7,1/3,8,4,1/3,1,7,2,4,1/7,6,9,1/9,1/3,1/4,1/7,1/6,1/7,1/6,1/8,6,1/6,1/8,1/3,1/6,1/4,1/9,1/6,1/5,3,1/4 ; 13 ; 0.0464,0.0907,0.0806,0.0343,0.0666,0.0866,0.0632,0.0478,0.057,0.0662,0.0796,0.1971,0.0839 ; 0.0464,0.0907,0.0806,0.0343,0.0666,0.0866,0.0632,0.0478,0.057,0.0662,0.0796,0.1971,0.0839 ; 9.146219 ; 9.146219 ; 9.1462 ; 1 
4203 ; 0 ; 1/8,6,2,9,1/4,3,1/8,5,8,1/7,1,1/3,6,7,1/6,6,3,8,6,1/9,1/8,3,1/3,1/8,1/9,9,9,4,9,1,1/5,6,2,2,1/8,6 ; 9 ; 0.1157,0.1642,0.0728,0.0871,0.1511,0.0944,0.1001,0.1043,0.1103 ; 0.1157,0.1642,0.0728,0.0871,0.1511,0.0944,0.1001,0.1043,0.1103 ; 12.11038 ; 12.11038 ; 12.1104 ; 1 
4204 ; 0 ; 1/4,9,3,1/8,5,5,5,1/3,2,8,1,8,7,1/6,1/8,3,6,1/8,5,1/2,9,1/7,1/5,5,4,1/5,1/7,1/5 ; 8 ; 0.1046,0.4336,0.0391,0.1117,0.0907,0.0685,0.0433,0.1085 ; 0.1046,0.4336,0.0391,0.1117,0.0907,0.0685,0.0433,0.1085 ; 4.673959 ; 4.673959 ; 4.674 ; 1 
4205 ; 0 ; 1/6,1/8,2,1/9,1/2,1/3,1/9,1/3,1/5,1/6,1/8,1/5,1/2,1/6,1/6,3,1/2,1,1/5,1/8,4,1/6,1/2,7,1/5,8,1/7,8,1/8,1/4,9,1/8,1/6,1/7,7,1/4,2,1,6,1/6,1/8,2,1/8,1/5,1/6 ; 10 ; 0.0435,0.0629,0.0954,0.0878,0.0958,0.0775,0.1142,0.0898,0.2399,0.0933 ; 0.0435,0.0629,0.0954,0.0878,0.0958,0.0775,0.1142,0.0898,0.2399,0.0933 ; 8.917223 ; 8.917223 ; 8.9172 ; 1 
4206 ; 0 ; 1/7,1/4,1/8,1/9,6,1/4,1/9,4,7,3,2,8,7,1/7,1/3,1/4,1/7,1/4,1/8,1/5,1,8,5,1,2,5,4,5,3,3,1/6,4,1/9,3,2,1/2,7,3,9,7,4,7,1/7,1/4,5,1/4,6,4,5,9,8,1/2,7,1/8,1/8,1/2,1/3,1/2,1,9,1/7,3,1,1/9,1/5,8,1/2,7,1/9,1/9,1/9,3,4,1/4,1/4,7,1/7,1/3 ; 13 ; 0.0366,0.0448,0.0459,0.4398,0.0838,0.0406,0.0575,0.0485,0.0283,0.04,0.0511,0.0449,0.0383 ; 0.0366,0.0448,0.0459,0.4398,0.0838,0.0406,0.0575,0.0485,0.0283,0.04,0.0511,0.0449,0.0383 ; 4.892998 ; 4.892998 ; 4.893 ; 1 
4207 ; 0 ; 1/5,3,1/4,1/5,1/4,5,8,1/8,6,9,1/4,9,1/5,1/7,1,6,8,2,4,7,1/5,1/2,2,1/6,2,1/2,5,1/9,6,1/3,1/4,1,1/7,2,1/3,1/7 ; 9 ; 0.0577,0.0636,0.0934,0.0371,0.0444,0.0436,0.1076,0.04,0.5126 ; 0.0577,0.0636,0.0934,0.0371,0.0444,0.0436,0.1076,0.04,0.5126 ; 2.627142 ; 2.627142 ; 2.6271 ; 1 
4208 ; 0 ; 1,3,4,9,1/8,1/2,7,2,6,6,6,9,4,1,1/2,5,1,1,9,1/7,9,1/5,1/6,1/2,3,1/4,8,1/9 ; 8 ; 0.0702,0.5079,0.1644,0.0549,0.031,0.0924,0.0343,0.0449 ; 0.0702,0.5079,0.1644,0.0549,0.031,0.0924,0.0343,0.0449 ; 2.115821 ; 2.115821 ; 2.1158 ; 1 
4209 ; 0 ; 1/3,1/9,4,2,1/9,1/3,1/7,1/9,1/7,1/8,1/5,1/5,2,9,6,1/7,1/8,5,3,8,1/6 ; 7 ; 0.0465,0.0393,0.2359,0.0743,0.4531,0.072,0.0789 ; 0.0465,0.0393,0.2359,0.0743,0.4531,0.072,0.0789 ; 4.021199 ; 4.021199 ; 4.0212 ; 1 
4210 ; 0 ; 6,6,4,1/3,1/2,1/3,1/6,9,1/3,5,1/2,1/2,1/8,1/7,1/9,1/8,1/6,6,1/8,1/4,1,1/3,8,7,1/9,1/3,1/2,9,2,2,1/7,1/3,1,1/6,1/6,1/4,4,1/7,7,9,1/8,5,1/4,1/5,1/3,1/8,4,7,7,1/9,1/6,1/5,7,9,1/2,1/9,1/6,9,1/3,2,1/6,8,2,4,2,1/8 ; 12 ; 0.1176,0.0254,0.0668,0.0506,0.0587,0.04,0.0613,0.1367,0.0384,0.0363,0.0567,0.3115 ; 0.1176,0.0254,0.0668,0.0506,0.0587,0.04,0.0613,0.1367,0.0384,0.0363,0.0567,0.3115 ; 5.993101 ; 5.993101 ; 5.9931 ; 1 
4211 ; 0 ; 3,1/8,9,1/2,1/5,1/6,7,3,9,1/8,4,9,8,1/3,1,5,1/9,9,1/9,1/7,1/9,1/3,2,1/2,5,1/7,5,7,9,5,8,4,3,6,1/5,3,1,1/8,3,1/6,1/4,3,7,6,7 ; 10 ; 0.1208,0.0952,0.0762,0.0753,0.1169,0.0822,0.1429,0.1343,0.079,0.0772 ; 0.1208,0.0952,0.0762,0.0753,0.1169,0.0822,0.1429,0.1343,0.079,0.0772 ; 11.55356 ; 11.55356 ; 11.5536 ; 1 
4212 ; 0 ; 2,7,9,1/8,1,1/7,2,9,1/7,4,9,7,1/9,1/5,1/2,1/2,4,1/9,9,1,7,1/9,7,1/6,5,3,1/8,1/8,1/2,3,9,1,1/4,1/3,1/4,1/4,1/7,1/9,1/7,5,1/2,3,9,2,1,2,9,1/7,1/9,1/9,1/8,1,3,1/2,1/5,8,1/7,8,5,4,1,6,3,7,6,1,1/4,5,1/2,3,9,1/4,1/5,8,4,1/9,1,5,6,1/2,3,1,6,1/2,7,9,9,7,9,3,1/6 ; 14 ; 0.0606,0.0619,0.0556,0.0517,0.0497,0.0933,0.1441,0.0518,0.0413,0.1294,0.0942,0.0379,0.0455,0.0829 ; 0.0606,0.0619,0.0556,0.0517,0.0497,0.0933,0.1441,0.0518,0.0413,0.1294,0.0942,0.0379,0.0455,0.0829 ; 9.707774 ; 9.707774 ; 9.7078 ; 1 
4213 ; 0 ; 9,1/6,9,5,1/5,7,5,1/2,2,1/8,9,3,3,1/8,1/6,5,1,1/3,2,1/4,6,1/4,1/6,6,5,1/6,6,2,1/7,4,7,1/3,9,1,1/9,1,1/4,1/9,1/2,2,1,1/2,1/6,7,1/3,1/3,7,6,1/8,1/8,8,1/3,1,1/4,8 ; 11 ; 0.0973,0.0665,0.0691,0.0824,0.0502,0.2067,0.0859,0.0591,0.1232,0.0553,0.1044 ; 0.0973,0.0665,0.0691,0.0824,0.0502,0.2067,0.0859,0.0591,0.1232,0.0553,0.1044 ; 8.226664 ; 8.226664 ; 8.2267 ; 1 
4214 ; 0 ; 2,1/9,9,1/9,4,1/5,1/3,1,7,5,1/6,9,7,1/7,1/5,1/6,1/7,1/2,9,1/3,4 ; 7 ; 0.0589,0.1832,0.1358,0.0401,0.0987,0.0861,0.3972 ; 0.0589,0.1832,0.1358,0.0401,0.0987,0.0861,0.3972 ; 5.987577 ; 5.987577 ; 5.9876 ; 1 
4215 ; 0 ; 3,4,1/3,1,7,1/8,1/3,1/3,1/6,1/3,1/7,6,1,4,6,6,1/5,1/8,1/4,3,9,7,6,1,6,8,1/8,1/3,1/9,1/9,1/6,5,6,1/3,6,1/5,1/2,1,2,1/4,1/5,1/4,6,1/5,1/9,1/7,1/7,5,7,1,1/2,1/8,1/2,9,1/7,1/7,1/2,1/2,9,5,1/9,5,7,3,1/9,1/4,1/6,1/9,1/3,4,1/9,1/2,1/3,2,4,1/7,1/6,4,1/7,1,1/8,9,1/7,4,1/6,1/5,4,1/7,1/6,3,1/8 ; 14 ; 0.0663,0.1081,0.0408,0.0418,0.0619,0.0723,0.0571,0.0623,0.0807,0.0519,0.0439,0.1535,0.046,0.1133 ; 0.0663,0.1081,0.0408,0.0418,0.0619,0.0723,0.0571,0.0623,0.0807,0.0519,0.0439,0.1535,0.046,0.1133 ; 8.943947 ; 8.943947 ; 8.9439 ; 1 
4216 ; 0 ; 1,1/9,1/6,1/9,5,9,1/2,1,1,6,1/9,4,3,3,1/4,3,2,3,5,6,7,1,1/3,3,4,1/9,4,1/8 ; 8 ; 0.0463,0.0694,0.2508,0.3334,0.1016,0.0528,0.0385,0.1073 ; 0.0463,0.0694,0.2508,0.3334,0.1016,0.0528,0.0385,0.1073 ; 3.43554 ; 3.43554 ; 3.4355 ; 1 
4217 ; 0 ; 9,1/6,1/3,3,1/2,1/5,4,1/7,1/7,1/9 ; 5 ; 0.2263,0.1084,0.1276,0.1557,0.3821 ; 0.2263,0.1084,0.1276,0.1557,0.3821 ; 7.547622 ; 7.547622 ; 7.5476 ; 1 
